row_id,order_id,order_date,ship_date,ship_mode,customer_id,full_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,email,phone_number,date_of_birth,card_number,card_expiry,cvv
4552,US-2014-165862,7/13/2014,7/17/2014,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,0.2,4.3902,grace.kelly@hotmail.com,(418)343-2956,1964-05-14,6989145805808217,04/28,258
4553,US-2014-106334,12/27/2014,1/2/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,jeremy.farry@gmail.com,+1-482-435-1509x50728,1987-06-27,5442387639319091,09/26,186
4554,US-2014-106334,12/27/2014,1/2/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,12.84,3,0.0,5.778,jeremy.farry@gmail.com,+1-482-435-1509x50728,1987-06-27,5442387639319091,09/26,186
4555,CA-2016-101448,2/27/2016,3/1/2016,Second Class,EB-13930,Eric Barreto,Consumer,United States,La Crosse,Wisconsin,54601,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,0.0,28.41,eric.barreto@hotmail.com,457.902.8396x100,1974-11-22,5040979546898967,11/30,818
4556,CA-2015-130218,3/23/2015,3/26/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,4,0.0,14.202,sheri.gordon@gmail.com,343-613-8059x1688,1958-04-27,4200149096296967,04/27,634
4557,CA-2015-130218,3/23/2015,3/26/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.0,0.5584,sheri.gordon@gmail.com,343-613-8059x1688,1958-04-27,4200149096296967,04/27,634
4558,US-2017-117331,10/21/2017,10/28/2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',8.559,1,0.7,-6.5619,natalie.decherney@hotmail.com,(894)510-1984,2007-06-22,5122771929179727,02/28,720
4559,CA-2014-127383,12/31/2014,1/5/2015,Standard Class,CM-11815,Candace McMahon,Corporate,United States,El Paso,Texas,79907,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,49.568,2,0.2,17.9684,candace.mcmahon@yahoo.com,001-788-647-6336,1967-11-14,4996785087113395,04/29,829
4560,CA-2014-110219,5/5/2014,5/8/2014,First Class,EB-13870,Emily Burns,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,0.3,-9.1335,emily.burns@hotmail.com,844.685.3786,1952-09-12,4398139797684844,07/29,932
4561,CA-2015-118871,12/4/2015,12/9/2015,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0.0,122.148,harry.marie@hotmail.com,667-667-3851,1984-04-11,6657101251858331,05/30,360
4562,CA-2015-118871,12/4/2015,12/9/2015,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352,3,0.2,8.2764,harry.marie@hotmail.com,667-667-3851,1984-04-11,6657101251858331,05/30,360
4563,CA-2015-118871,12/4/2015,12/9/2015,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5,0.0,13.832,harry.marie@hotmail.com,667-667-3851,1984-04-11,6657101251858331,05/30,360
4564,CA-2017-129490,9/26/2017,9/30/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Miramar,Florida,33023,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,4,0.2,-57.6312,sanjit.jacobs@yahoo.com,242-903-9812,1972-03-01,4529672449369633,06/26,342
4565,CA-2014-101175,12/9/2014,12/14/2014,Standard Class,DM-12955,Dario Medina,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,100.704,6,0.2,-1.2588,dario.medina@gmail.com,+1-631-250-8100x487,1987-08-24,6576525723211626,02/26,606
4566,US-2017-149510,12/3/2017,12/10/2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216,matt.collins@hotmail.com,001-605-947-3446,1950-09-29,6639107586418692,04/30,763
4567,US-2017-149510,12/3/2017,12/10/2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,6,0.7,-21.1068,matt.collins@hotmail.com,001-605-947-3446,1950-09-29,6639107586418692,04/30,763
4568,US-2017-149510,12/3/2017,12/10/2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.448,4,0.2,8.8624,matt.collins@hotmail.com,001-605-947-3446,1950-09-29,6639107586418692,04/30,763
4569,CA-2015-111990,11/8/2015,11/13/2015,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,6,0.8,-17.2854,duane.benoit@hotmail.com,3849277653,1991-12-24,4382108049091213,07/28,758
4570,CA-2014-169460,4/19/2014,4/21/2014,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123,West,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649,nicole.fjeld@hotmail.com,630-370-5479,1958-01-06,6795164420844871,12/26,762
4571,US-2015-152128,5/25/2015,5/27/2015,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Wichita,Kansas,67212,Central,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0.0,8.0712,nathan.mautz@gmail.com,+1-855-431-1836x311,1994-12-11,6674555889176571,12/26,641
4572,US-2015-152128,5/25/2015,5/27/2015,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Wichita,Kansas,67212,Central,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,2,0.0,60.1412,nathan.mautz@gmail.com,+1-855-431-1836x311,1994-12-11,6674555889176571,12/26,641
4573,CA-2017-126662,7/17/2017,7/21/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Los Angeles,California,90036,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,89.997,alejandro.ballentine@yahoo.com,7855263494,2003-07-31,6799869926187833,10/29,882
4574,CA-2016-139395,12/12/2016,12/18/2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,7,0.0,184.2204,matthew.grinstein@gmail.com,4149584940,1992-09-15,5076678780888878,01/30,913
4575,CA-2016-139395,12/12/2016,12/18/2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0.0,8.7048,matthew.grinstein@gmail.com,4149584940,1992-09-15,5076678780888878,01/30,913
4576,CA-2016-139395,12/12/2016,12/18/2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,13.9,5,0.0,3.614,matthew.grinstein@gmail.com,4149584940,1992-09-15,5076678780888878,01/30,913
4577,CA-2016-139395,12/12/2016,12/18/2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,26.86,2,0.0,6.715,matthew.grinstein@gmail.com,4149584940,1992-09-15,5076678780888878,01/30,913
4578,US-2014-121734,4/11/2014,4/16/2014,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544,sanjit.engle@yahoo.com,465-639-1808x535,2001-03-10,5200751281106712,01/26,166
4579,CA-2015-110947,6/9/2015,6/15/2015,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,3,0.0,56.55,anthony.garverick@hotmail.com,(233)471-4294x29842,1958-08-03,4177447107114536,04/28,824
4580,US-2014-150126,7/27/2014,8/2/2014,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,New York City,New York,10035,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,65.78,11,0.0,32.2322,aaron.smayling@yahoo.com,(700)446-7316x1723,2007-12-11,5090909766775412,06/26,199
4581,CA-2015-164427,7/31/2015,8/6/2015,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,239.7,6,0.0,105.468,allen.rosenblatt@yahoo.com,001-218-589-2753,1975-03-09,6600708597123090,11/29,145
4582,CA-2016-120250,9/19/2016,9/22/2016,First Class,AP-10720,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,25.632,3,0.2,3.8448,anne.pryor@hotmail.com,329-466-5794,1968-06-06,4445798496847987,02/30,466
4583,CA-2016-121993,6/10/2016,6/12/2016,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.616,8,0.2,7.9704,joy.bell-@yahoo.com,878-767-0615,1980-01-26,6816886150660015,09/27,381
4584,US-2016-100405,8/26/2016,8/28/2016,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,2,0.0,3.7996,tom.stivers@gmail.com,001-847-921-7523x87847,1963-03-21,5153554288898133,12/29,589
4585,US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7,0.0,38.29,nancy.lomonaco@hotmail.com,+1-726-907-9414x00800,1987-04-22,4898268615952485,01/28,622
4586,US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,8.8,5,0.0,4.224,nancy.lomonaco@hotmail.com,+1-726-907-9414x00800,1987-04-22,4898268615952485,01/28,622
4587,US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232,nancy.lomonaco@hotmail.com,+1-726-907-9414x00800,1987-04-22,4898268615952485,01/28,622
4588,US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,3,0.0,0.1674,nancy.lomonaco@hotmail.com,+1-726-907-9414x00800,1987-04-22,4898268615952485,01/28,622
4589,US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,25.02,3,0.0,10.5084,nancy.lomonaco@hotmail.com,+1-726-907-9414x00800,1987-04-22,4898268615952485,01/28,622
4590,US-2017-163790,11/2/2017,11/4/2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,7,0.0,22.6275,nancy.lomonaco@hotmail.com,+1-726-907-9414x00800,1987-04-22,4898268615952485,01/28,622
4591,CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,17.76,2,0.0,4.9728,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,4133972850106913,11/30,842
4592,CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,0.2,30.2384,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,4133972850106913,11/30,842
4593,CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",146.352,3,0.2,-5.4882,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,4133972850106913,11/30,842
4594,CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2,0.0,2.054,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,4133972850106913,11/30,842
4595,CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3,0.2,33.8517,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,4133972850106913,11/30,842
4596,CA-2016-129868,12/26/2016,12/31/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,0.0,15.1116,mike.caudle@yahoo.com,518-466-1368x01138,1984-08-29,4133972850106913,11/30,842
4597,CA-2016-140564,12/5/2016,12/10/2016,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,20016,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8,0.0,13.2288,tony.chapman@hotmail.com,(461)813-4165,2000-05-02,5257073740869205,02/26,614
4598,US-2017-169502,8/28/2017,9/1/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,21.81,3,0.0,5.8887,matthew.grinstein@gmail.com,4149584940,1992-09-15,5980548106167190,05/27,758
4599,US-2017-169502,8/28/2017,9/1/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,5,0.0,26.564,matthew.grinstein@gmail.com,4149584940,1992-09-15,5980548106167190,05/27,758
4600,CA-2015-146948,7/16/2015,7/20/2015,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,1,0.0,43.7842,michael.granlund@gmail.com,001-906-624-6453x06005,2001-06-07,5745563278541295,11/26,227
4601,CA-2015-146948,7/16/2015,7/20/2015,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,9,0.0,63.135,michael.granlund@gmail.com,001-906-624-6453x06005,2001-06-07,5745563278541295,11/26,227
4602,CA-2015-146948,7/16/2015,7/20/2015,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,4,0.0,5.4144,michael.granlund@gmail.com,001-906-624-6453x06005,2001-06-07,5745563278541295,11/26,227
4603,US-2015-113327,5/26/2015,5/29/2015,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,1,0.2,5.9384,ben.ferrer@hotmail.com,(485)376-9416x74644,1971-06-25,6825132915980223,07/29,123
4604,US-2015-113327,5/26/2015,5/29/2015,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,4,0.2,53.8048,ben.ferrer@hotmail.com,(485)376-9416x74644,1971-06-25,6825132915980223,07/29,123
4605,US-2015-113327,5/26/2015,5/29/2015,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,2,0.2,4.4312,ben.ferrer@hotmail.com,(485)376-9416x74644,1971-06-25,6825132915980223,07/29,123
4606,US-2015-113327,5/26/2015,5/29/2015,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,7,0.2,50.3832,ben.ferrer@hotmail.com,(485)376-9416x74644,1971-06-25,6825132915980223,07/29,123
4607,CA-2015-135020,5/28/2015,6/2/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,45.99,1,0.0,13.3371,maxwell.schwartz@yahoo.com,(749)729-2475x653,1982-08-23,6564269698874039,12/29,376
4608,CA-2015-135020,5/28/2015,6/2/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0.0,160.623,maxwell.schwartz@yahoo.com,(749)729-2475x653,1982-08-23,6564269698874039,12/29,376
4609,CA-2015-135020,5/28/2015,6/2/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,0.2,2.0574,maxwell.schwartz@yahoo.com,(749)729-2475x653,1982-08-23,6564269698874039,12/29,376
4610,CA-2015-135020,5/28/2015,6/2/2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,45.36,7,0.0,21.7728,maxwell.schwartz@yahoo.com,(749)729-2475x653,1982-08-23,6564269698874039,12/29,376
4611,US-2017-141852,11/9/2017,11/14/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Oceanside,California,92054,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.7328,joel.eaton@yahoo.com,979.983.3647x89835,1950-10-13,6744901731245514,03/26,526
4612,CA-2016-109407,1/24/2016,1/26/2016,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,39503,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0.0,15.68,henry.goldwyn@gmail.com,9628145101,1960-01-13,6502322466091105,08/27,941
4613,US-2017-165953,12/31/2016,1/6/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,32216,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,emily.phan@yahoo.com,822-933-1668,2004-07-21,6910778474368698,08/26,406
4614,US-2017-165953,12/31/2016,1/6/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,23.48,5,0.2,8.218,emily.phan@yahoo.com,822-933-1668,2004-07-21,6910778474368698,08/26,406
4615,CA-2016-144540,9/5/2016,9/10/2016,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,3,0.8,-166.3935,gary.hansen@gmail.com,787.682.0375x7709,1956-10-29,5789491212951242,07/28,535
4616,CA-2016-144540,9/5/2016,9/10/2016,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,0.2,4.266,gary.hansen@gmail.com,787.682.0375x7709,1956-10-29,5789491212951242,07/28,535
4617,CA-2015-159863,9/4/2015,9/7/2015,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,77095,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,3,0.2,6.7188,david.smith@hotmail.com,339-546-5847x12000,1958-02-07,4662110045062043,12/30,221
4618,CA-2015-117800,9/21/2015,9/26/2015,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,589.9,2,0.0,147.475,tracy.hopkins@yahoo.com,869.521.6607x914,1970-06-29,5489028662539877,04/30,518
4619,CA-2015-117800,9/21/2015,9/26/2015,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0.0,141.1644,tracy.hopkins@yahoo.com,869.521.6607x914,1970-06-29,5489028662539877,04/30,518
4620,CA-2017-145219,12/24/2017,12/25/2017,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,6,0.2,1007.9832,robert.marley@gmail.com,229.771.2192,1981-04-29,4983045961079733,03/27,384
4621,CA-2017-145219,12/24/2017,12/25/2017,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,robert.marley@gmail.com,229.771.2192,1981-04-29,4983045961079733,03/27,384
4622,CA-2015-161214,10/5/2015,10/8/2015,Second Class,SF-20965,Sylvia Foulston,Corporate,United States,Wilmington,Delaware,19805,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,5,0.0,21.714,sylvia.foulston@gmail.com,592.910.6986x61398,1979-11-15,4130824503596736,07/29,442
4623,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,8.832,3,0.2,-1.9872,sean.o'donnell@hotmail.com,+1-901-223-5223x6692,1968-09-01,5736479132443098,12/30,221
4624,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,177.536,4,0.2,62.1376,sean.o'donnell@hotmail.com,+1-901-223-5223x6692,1968-09-01,5736479132443098,12/30,221
4625,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48,2,0.2,-3.231,sean.o'donnell@hotmail.com,+1-901-223-5223x6692,1968-09-01,5736479132443098,12/30,221
4626,CA-2017-147228,9/9/2017,9/14/2017,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,3,0.2,4.2408,sean.o'donnell@hotmail.com,+1-901-223-5223x6692,1968-09-01,5736479132443098,12/30,221
4627,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,0.0,20.163,cyma.kinney@yahoo.com,001-856-396-2204x1375,1969-08-30,5130126025475196,01/27,652
4628,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2,0.0,6.9664,cyma.kinney@yahoo.com,001-856-396-2204x1375,1969-08-30,5130126025475196,01/27,652
4629,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,0.0,39.41,cyma.kinney@yahoo.com,001-856-396-2204x1375,1969-08-30,5130126025475196,01/27,652
4630,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901,cyma.kinney@yahoo.com,001-856-396-2204x1375,1969-08-30,5130126025475196,01/27,652
4631,US-2015-126235,10/15/2015,10/15/2015,Same Day,GA-14725,Guy Armstrong,Consumer,United States,Mount Pleasant,Michigan,48858,Central,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,2,0.0,6.1704,guy.armstrong@yahoo.com,(506)539-8001x6510,1979-11-09,5286168498418988,08/29,182
4632,CA-2017-168396,8/3/2017,8/8/2017,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,51.75,5,0.0,24.84,bruce.degenhardt@yahoo.com,488-406-0251x27265,1991-12-17,6552014013878964,04/26,479
4633,CA-2017-168396,8/3/2017,8/8/2017,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0.0,11.1564,bruce.degenhardt@yahoo.com,488-406-0251x27265,1991-12-17,6552014013878964,04/26,479
